year,week,player_id,player,firstName,lastName,position,team,This Week Salary,Last Week Salary,Salary Differential,red_zone_rush_att,red_zone_rush_yds,red_zone_rush_y/a,red_zone_rush_td,red_zone_rush_pct,red_zone_rec_rec,red_zone_rec_tgt,red_zone_rec_pct,red_zone_rec_yds,red_zone_rec_y/r,red_zone_rec_td,red_zone_tgt_pct,projected_points,projected_points_ppr,projected_points_half,projected_rushing_attempts,projected_rushing_yards,projected_rushing_tds,projected_receptions,projected_reception_yards,projected_reception_tds,wk6 %rostered,wk5 %rostered,wk4 %rostered,wk3 %rostered,wk2 %rostered,wk1 %rostered
2024,8,4426339,Spencer Rattler,Spencer,Rattler,RB,NO,,,,,,,,,,,,,,,,12.64,12.64,12.64,,,,,,,,,,,,
2024,8,4249836,Pierre Strong Jr.,Pierre,Strong Jr.,RB,CLE,,,,,,,,,,,,,,,,4.19,6.09,5.14,5.22,18.32,0.09,1.9,15.42,0.05,0.5,0.5,0.5,0.5,0.5,0.5
2024,8,4569682,Audric Estime,Audric,Estime,RB,DEN,"$4,000","$4,100",-100,,,,,,,,,,,,,2.33,2.53,2.43,3.85,15.18,0.11,0.2,1.48,0.0,2.3,2.3,2.3,2.3,2.3,2.3
2024,8,2983509,Dare Ogunbowale,Dare,Ogunbowale,RB,HOU,"$4,800","$4,800",0,3,7,2.3,0,9.7%,1,2,50.0%,1,1.0,1,40.0%,1.9,3.0,2.45,1.91,6.22,0.03,1.1,8.88,0.03,1.2,1.2,1.2,1.2,1.2,1.2
2024,8,2578570,Jacoby Brissett,Jacoby,Brissett,RB,NE,,,,,,,,,,,,,,,,0.12,0.12,0.12,,,,,,,,,,,,
2024,8,3126486,Deebo Samuel Sr.,Deebo,Samuel Sr.,RB,SF,,,,,,,,,,,,,,,,10.89,15.36,13.12,,,,4.46,66.03,0.36,,,,,,
2024,8,4243003,Ronnie Rivers,Ronnie,Rivers,RB,LAR,"$4,800","$4,900",-100,1,5,5.0,0,2.9%,0,0,0%,0,0,0,0.0%,0.41,0.53,0.47,0.0,2.13,0.02,0.12,0.79,0.0,0.2,0.2,0.2,0.2,0.2,0.2
2024,8,4429615,Zay Flowers,Zay,Flowers,RB,BAL,,,,,,,,,,,,,,,,9.22,14.19,11.71,,,,4.97,63.01,0.41,,,,,,
2024,8,4683062,Xavier Worthy,Xavier,Worthy,RB,KC,,,,,,,,,,,,,,,,6.69,10.0,8.35,,,,3.31,43.6,0.24,,,,,,
2024,8,3116389,Samaje Perine,Samaje,Perine,RB,KC,"$5,000","$5,200",-200,1,2,2.0,1,3.6%,0,1,0.0%,0,0,0,16.7%,1.87,3.06,2.46,1.51,4.9,0.03,1.19,9.08,0.05,17.4,17.4,17.4,17.4,17.4,17.4
2024,8,8439,Aaron Rodgers,Aaron,Rodgers,RB,NYJ,,,,,,,,,,,,,,,,15.98,15.98,15.98,,,,,,,,,,,,
2024,8,4367178,Dorian Thompson-Robinson,Dorian,Thompson-Robinson,RB,CLE,,,,,,,,,,,,,,,,0.12,0.12,0.12,,,,,,,,,,,,
2024,8,3122976,Jeff Wilson Jr.,Jeff,Wilson Jr.,RB,MIA,,,,,,,,,,,,,,,,0.32,0.45,0.38,0.0,1.36,0.02,0.13,0.93,0.0,0.7,0.7,0.7,0.7,0.7,0.7
2024,8,4038524,Gardner Minshew,Gardner,Minshew,RB,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,4035004,Mecole Hardman,Mecole,Hardman,RB,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,4241389,CeeDee Lamb,CeeDee,Lamb,RB,DAL,,,,,,,,,,,,,,,,11.36,17.66,14.51,,,,6.3,81.88,0.44,,,,,,
2024,8,2576980,Marcus Mariota,Marcus,Mariota,RB,WSH,,,,,,,,,,,,,,,,16.72,16.72,16.72,,,,,,,,,,,,
2024,8,3116406,Tyreek Hill,Tyreek,Hill,RB,MIA,,,,,,,,,,,,,,,,12.24,18.54,15.39,,,,6.3,88.34,0.52,,,,,,
2024,8,4599739,Kendre Miller,Kendre,Miller,RB,NO,"$5,200","$4,000","+1,200",,,,,,,,,,,,,3.29,4.19,3.74,3.95,18.22,0.1,0.89,7.27,0.03,8.9,8.9,8.9,8.9,8.9,8.9
2024,8,14012,Andy Dalton,Andy,Dalton,RB,CAR,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024,8,4038941,Justin Herbert,Justin,Herbert,RB,LAC,,,,,,,,,,,,,,,,15.34,15.34,15.34,,,,,,,,,,,,
2024,8,4259305,Bo Melton,Bo,Melton,RB,GB,,,,,,,,,,,,,,,,1.69,2.45,2.07,,,,0.77,9.35,0.07,,,,,,
2024,8,3928925,JaMycal Hasty,JaMycal,Hasty,RB,NE,"$4,900","$4,200",+700,0,0,0,0,0.0%,1,1,100.0%,16,16.0,1,12.5%,1.29,1.78,1.53,2.21,6.73,0.02,0.49,3.76,0.02,0.8,0.8,0.8,0.8,0.8,0.8
2024,8,4426388,Jameson Williams,Jameson,Williams,RB,DET,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024,8,2976592,Sterling Shepard,Sterling,Shepard,RB,TB,,,,,,,,,,,,,,,,5.18,8.38,6.78,,,,3.2,35.95,0.25,,,,,,
2024,8,4362477,Derius Davis,Derius,Davis,RB,LAC,,,,,,,,,,,,,,,,0.34,0.4,0.37,,,,0.06,0.61,0.0,,,,,,
2024,8,4366031,Tank Dell,Tank,Dell,RB,HOU,,,,,,,,,,,,,,,,8.25,12.61,10.43,,,,4.35,59.79,0.33,,,,,,
2024,8,4386544,Xavier Smith,Xavier,Smith,RB,LAR,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024,8,3925357,Calvin Ridley,Calvin,Ridley,RB,TEN,,,,,,,,,,,,,,,,6.87,10.79,8.83,,,,3.92,52.2,0.26,,,,,,
2024,8,4032473,Rashid Shaheed,Rashid,Shaheed,RB,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,4036211,DJ Turner,DJ,Turner,RB,LV,,,,,,,,,,,,,,,,3.07,4.85,3.96,,,,1.78,23.33,0.07,,,,,,
2024,8,4036378,Jordan Love,Jordan,Love,RB,GB,,,,,,,,,,,,,,,,19.19,19.19,19.19,,,,,,,,,,,,
2024,8,4241479,Tua Tagovailoa,Tua,Tagovailoa,RB,MIA,,,,,,,,,,,,,,,,16.79,16.79,16.79,,,,,,,,,,,,
2024,8,11252,Joe Flacco,Joe,Flacco,RB,IND,,,,,,,,,,,,,,,,0.12,0.12,0.12,,,,,,,,,,,,
2024,8,3728262,Ray-Ray McCloud III,Ray-Ray,McCloud III,RB,ATL,,,,,,,,,,,,,,,,5.14,8.25,6.7,,,,3.1,33.94,0.22,,,,,,
2024,8,4570561,Eric Gray,Eric,Gray,RB,NYG,"$5,000","$5,000",0,5,8,1.6,0,31.3%,1,2,50.0%,13,13.0,0,66.7%,0.87,1.17,1.02,0.83,3.95,0.03,0.3,2.15,0.01,1.6,1.6,1.6,1.6,1.6,1.6
2024,8,4685720,Bryce Young,Bryce,Young,RB,CAR,,,,,,,,,,,,,,,,10.53,10.53,10.53,,,,,,,,,,,,
2024,8,2577417,Dak Prescott,Dak,Prescott,RB,DAL,,,,,,,,,,,,,,,,16.01,16.01,16.01,,,,,,,,,,,,
2024,8,3149687,Chris Brooks,Chris,Brooks,RB,GB,,,,,,,,,,,,,,,,0.28,0.28,0.28,0.52,2.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,16757,Derek Carr,Derek,Carr,RB,NO,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024,8,3128720,Nick Chubb,Nick,Chubb,RB,CLE,"$6,900","$6,800",+100,3,6,2.0,1,23.1%,0,0,0%,0,0,0,0%,9.79,11.37,10.58,13.75,59.95,0.38,1.58,13.23,0.05,87.0,87.0,87.0,87.0,87.0,87.0
2024,8,4039274,Jonathan Ward,Jonathan,Ward,RB,PIT,"$4,000","$4,000",0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4428718,Tre Tucker,Tre,Tucker,RB,LV,,,,,,,,,,,,,,,,5.21,8.23,6.72,,,,3.02,37.05,0.16,,,,,,
2024,8,4039607,J.J. Taylor,J.J.,Taylor,RB,HOU,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2024,8,4061956,Ashton Dulin,Ashton,Dulin,RB,IND,,,,,,,,,,,,,,,,0.99,1.45,1.22,,,,0.46,5.64,0.04,,,,,,
2024,8,4421446,Craig Reynolds,Craig,Reynolds,RB,DET,"$4,200","$4,200",0,,,,,,,,,,,,,0.22,0.39,0.3,0.08,0.67,0.0,0.17,1.31,0.0,0.2,0.2,0.2,0.2,0.2,0.2
2024,8,4430968,Kimani Vidal,Kimani,Vidal,RB,LAC,"$4,000","$4,000",0,2,1,0.5,0,12.5%,0,0,0%,0,0,0,0.0%,4.34,5.46,4.9,5.26,23.87,0.16,1.12,8.25,0.04,12.4,12.4,12.4,12.4,12.4,12.4
2024,8,16002,Kyle Juszczyk,Kyle,Juszczyk,RB,SF,"$4,300","$4,400",-100,1,6,6.0,1,2.5%,1,1,100.0%,-3,-3.0,0,25.0%,2.06,3.4,2.73,0.7,2.94,0.03,1.34,12.18,0.07,1.1,1.1,1.1,1.1,1.1,1.1
2024,8,4431453,Deuce Vaughn,Deuce,Vaughn,RB,DAL,"$4,000",-,-,1,3,3.0,0,11.1%,0,0,0%,0,0,0,0.0%,0.72,0.94,0.83,0.0,3.74,0.03,0.22,1.7,0.0,1.2,1.2,1.2,1.2,1.2,1.2
2024,8,4372071,Hassan Haskins,Hassan,Haskins,RB,LAC,"$4,500","$4,100",+400,,,,,,,,,,,,,0.92,1.04,0.98,1.76,6.65,0.03,0.12,0.81,0.0,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4569587,Wan'Dale Robinson,Wan'Dale,Robinson,RB,NYG,,,,,,,,,,,,,,,,5.95,11.04,8.5,,,,5.09,47.73,0.19,,,,,,
2024,8,4695404,Isaiah Davis,Isaiah,Davis,RB,NYJ,"$4,900","$4,600",+300,,,,,,,,,,,,,0.27,0.35,0.31,0.0,1.47,0.01,0.09,0.62,0.0,0.3,0.3,0.3,0.3,0.3,0.3
2024,8,3046779,Jared Goff,Jared,Goff,RB,DET,,,,,,,,,,,,,,,,15.78,15.78,15.78,,,,,,,,,,,,
2024,8,4248068,Aaron Shampklin,Aaron,Shampklin,RB,PIT,"$4,200","$4,200",0,1,-2,-2.0,0,3.6%,0,0,0%,0,0,0,0.0%,0.23,0.31,0.27,0.08,1.05,0.01,0.08,0.62,0.0,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4367567,Julius Chestnut,Julius,Chestnut,RB,TEN,"$4,300","$4,500",-200,2,7,3.5,0,12.5%,0,0,0%,0,0,0,0.0%,1.04,1.1,1.07,1.81,7.76,0.04,0.06,0.53,0.0,0.4,0.4,0.4,0.4,0.4,0.4
2024,8,4429001,Jase McClellan,Jase,McClellan,RB,ATL,"$4,200","$4,000",+200,,,,,,,,,,,,,0.29,0.41,0.35,0.21,1.15,0.0,0.12,0.9,0.01,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4686472,Marvin Mims Jr.,Marvin,Mims Jr.,RB,DEN,,,,,,,,,,,,,,,,2.31,3.55,2.93,,,,1.24,16.61,0.1,,,,,,
2024,8,4035886,Khalil Herbert,Khalil,Herbert,RB,CHI,"$4,500",-,-,4,5,1.3,1,16.0%,0,0,0%,0,0,0,0%,0.32,0.44,0.38,0.07,1.07,0.01,0.12,0.89,0.01,5.7,5.7,5.7,5.7,5.7,5.7
2024,8,4037457,Travis Homer,Travis,Homer,RB,CHI,"$4,000",-,-,,,,,,,,,,,,,0.17,0.27,0.22,0.07,0.78,0.0,0.1,0.74,0.0,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4039358,Patrick Taylor Jr.,Patrick,Taylor Jr.,RB,SF,,,,,,,,,,,,,,,,0.1,0.17,0.13,0.0,0.46,0.0,0.07,0.54,0.0,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4243004,Jordan Mims,Jordan,Mims,RB,NO,"$4,000","$4,100",-100,,,,,,,,,,,,,0.45,0.53,0.49,0.0,2.14,0.03,0.09,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4427391,Kenny McIntosh,Kenny,McIntosh,RB,SEA,"$4,100","$4,200",-100,,,,,,,,,,,,,0.19,0.26,0.23,0.0,1.44,0.0,0.07,0.49,0.0,0.2,0.2,0.2,0.2,0.2,0.2
2024,8,4430034,Xavier Legette,Xavier,Legette,RB,CAR,,,,,,,,,,,,,,,,5.53,9.28,7.41,,,,3.76,42.16,0.2,,,,,,
2024,8,4429023,MarShawn Lloyd,MarShawn,Lloyd,RB,GB,"$4,000","$4,000",0,,,,,,,,,,,,,0.9,1.25,1.07,0.89,3.8,0.03,0.36,2.47,0.02,8.2,8.2,8.2,8.2,8.2,8.2
2024,8,4431545,Will Shipley,Will,Shipley,RB,PHI,"$4,200","$4,300",-100,,,,,,,,,,,,,0.2,0.29,0.24,0.17,0.91,0.0,0.09,0.67,0.0,2.0,2.0,2.0,2.0,2.0,2.0
2024,8,4432773,Brian Thomas Jr.,Brian,Thomas Jr.,RB,JAX,,,,,,,,,,,,,,,,9.08,13.77,11.43,,,,4.69,65.79,0.4,,,,,,
2024,8,4383396,Hunter Luepke,Hunter,Luepke,RB,DAL,"$4,400",-,-,1,4,4.0,0,11.1%,0,0,0%,0,0,0,0.0%,1.08,1.77,1.43,0.76,3.27,0.02,0.69,5.03,0.03,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4597500,Adonai Mitchell,Adonai,Mitchell,RB,IND,,,,,,,,,,,,,,,,3.31,5.2,4.25,,,,1.89,24.41,0.13,,,,,,
2024,8,3116407,Mason Rudolph,Mason,Rudolph,RB,TEN,,,,,,,,,,,,,,,,12.54,12.54,12.54,,,,,,,,,,,,
2024,8,3924327,Drew Lock,Drew,Lock,RB,NYG,,,,,,,,,,,,,,,,0.12,0.12,0.12,,,,,,,,,,,,
2024,8,4361409,Jahan Dotson,Jahan,Dotson,RB,PHI,,,,,,,,,,,,,,,,2.11,3.4,2.75,,,,1.29,15.41,0.1,,,,,,
2024,8,4427600,Terrell Jennings,Terrell,Jennings,RB,NE,"$4,000","$4,000",0,1,-1,-1.0,0,5.3%,0,0,0%,0,0,0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,2973405,Kalif Raymond,Kalif,Raymond,RB,DET,,,,,,,,,,,,,,,,3.61,5.62,4.62,,,,2.01,25.34,0.17,,,,,,
2024,8,2976212,Stefon Diggs,Stefon,Diggs,RB,HOU,,,,,,,,,,,,,,,,9.49,15.31,12.4,,,,5.82,69.1,0.44,,,,,,
2024,8,4426515,Puka Nacua,Puka,Nacua,RB,LAR,,,,,,,,,,,,,,,,6.13,9.39,7.76,,,,3.26,43.98,0.24,,,,,,
2024,8,4432665,Brock Bowers,Brock,Bowers,RB,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,4035693,Velus Jones Jr.,Velus,Jones Jr.,RB,CHI,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,0.1
2024,8,4362628,Ja'Marr Chase,Ja'Marr,Chase,RB,CIN,,,,,,,,,,,,,,,,11.8,18.02,14.91,,,,6.23,83.14,0.57,,,,,,
2024,8,4430834,Jalen McMillan,Jalen,McMillan,RB,TB,,,,,,,,,,,,,,,,6.92,10.84,8.88,,,,3.93,49.55,0.32,,,,,,
2024,8,4589248,Tyreik McAllister,Tyreik,McAllister,RB,LV,,,,1,10,10.0,0,7.1%,0,0,0%,0,0,0,0.0%,0.35,0.61,0.48,0.0,0.95,0.0,0.26,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,2977187,Cooper Kupp,Cooper,Kupp,RB,LAR,,,,,,,,,,,,,,,,9.16,15.02,12.09,,,,5.86,69.25,0.35,,,,,,
2024,8,3045169,Tim Boyle,Tim,Boyle,RB,MIA,,,,,,,,,,,,,,,,0.06,0.06,0.06,,,,,,,,,,,,
2024,8,3917668,Alec Ingold,Alec,Ingold,RB,MIA,"$4,100","$4,100",0,2,2,1.0,1,11.1%,1,1,100.0%,6,6.0,0,20.0%,0.78,1.18,0.98,0.52,2.17,0.03,0.4,3.17,0.02,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4012556,C.J. Ham,C.J.,Ham,RB,MIN,,,,,,,,,,,,,,,,0.24,0.42,0.33,0.13,0.54,0.0,0.18,1.24,0.01,,,,,,
2024,8,4039050,Devin Duvernay,Devin,Duvernay,RB,JAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,4427095,DeMario Douglas,DeMario,Douglas,RB,NE,,,,,,,,,,,,,,,,5.81,9.82,7.82,,,,4.01,46.12,0.2,,,,,,
2024,8,3915416,DJ Moore,DJ,Moore,RB,CHI,,,,,,,,,,,,,,,,9.09,14.24,11.66,,,,5.15,67.08,0.4,,,,,,
2024,8,4243322,Jake Haener,Jake,Haener,RB,NO,,,,,,,,,,,,,,,,0.12,0.12,0.12,,,,,,,,,,,,
2024,8,14163,Tyrod Taylor,Tyrod,Taylor,RB,NYJ,,,,,,,,,,,,,,,,0.13,0.13,0.13,,,,,,,,,,,,
2024,8,3139033,Mike Boone,Mike,Boone,RB,CAR,"$4,000","$4,000",0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4360797,Tutu Atwell,Tutu,Atwell,RB,LAR,,,,,,,,,,,,,,,,4.32,6.74,5.53,,,,2.42,32.11,0.16,,,,,,
2024,8,4361370,Chris Olave,Chris,Olave,RB,NO,,,,,,,,,,,,,,,,7.27,11.85,9.56,,,,4.59,58.1,0.26,,,,,,
2024,8,4372016,Jaylen Waddle,Jaylen,Waddle,RB,MIA,,,,,,,,,,,,,,,,8.48,13.2,10.84,,,,4.72,65.12,0.32,,,,,,
2024,8,4429205,Jordan Addison,Jordan,Addison,RB,MIN,,,,,,,,,,,,,,,,6.91,10.62,8.76,,,,3.72,50.23,0.32,,,,,,
2024,8,3121427,Curtis Samuel,Curtis,Samuel,RB,BUF,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024,8,3932905,Diontae Johnson,Diontae,Johnson,RB,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,4426485,Jonathan Mingo,Jonathan,Mingo,RB,CAR,,,,,,,,,,,,,,,,2.36,4.19,3.28,,,,1.83,20.26,0.06,,,,,,
2024,8,4431280,Troy Franklin,Troy,Franklin,RB,DEN,,,,,,,,,,,,,,,,5.08,7.95,6.52,,,,2.87,35.4,0.23,,,,,,
2024,8,4569618,Garrett Wilson,Garrett,Wilson,RB,NYJ,,,,,,,,,,,,,,,,9.19,14.37,11.78,,,,5.18,65.9,0.44,,,,,,
2024,8,4912274,Sione Vaki,Sione,Vaki,RB,DET,"$4,000","$4,000",0,,,,,,,,,,,,,0.34,0.51,0.42,0.16,1.65,0.0,0.17,1.32,0.0,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4036419,Skylar Thompson,Skylar,Thompson,RB,MIA,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024,8,4037235,Greg Dortch,Greg,Dortch,RB,ARI,,,,,,,,,,,,,,,,3.01,5.2,4.11,,,,2.19,21.68,0.14,,,,,,
2024,8,4429025,Quentin Johnston,Quentin,Johnston,RB,LAC,,,,,,,,,,,,,,,,7.1,10.25,8.67,,,,3.15,46.16,0.38,,,,,,
2024,8,14881,Russell Wilson,Russell,Wilson,RB,PIT,,,,,,,,,,,,,,,,14.55,14.55,14.55,,,,,,,,,,,,
2024,8,3676833,KaVontae Turpin,KaVontae,Turpin,RB,DAL,,,,,,,,,,,,,,,,3.29,5.0,4.15,,,,1.71,19.55,0.14,,,,,,
2024,8,3916433,Jakobi Meyers,Jakobi,Meyers,RB,LV,,,,,,,,,,,,,,,,6.31,10.83,8.57,,,,4.53,49.42,0.23,,,,,,
2024,8,4262921,Justin Jefferson,Justin,Jefferson,RB,MIN,,,,,,,,,,,,,,,,12.76,18.86,15.81,,,,6.1,91.51,0.59,,,,,,
2024,8,4382466,Jalen Nailor,Jalen,Nailor,RB,MIN,,,,,,,,,,,,,,,,4.26,6.6,5.43,,,,2.33,30.18,0.19,,,,,,
2024,8,16731,Brandin Cooks,Brandin,Cooks,RB,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,2969939,Jameis Winston,Jameis,Winston,RB,CLE,,,,,,,,,,,,,,,,14.43,14.43,14.43,,,,,,,,,,,,
2024,8,3116165,Chris Godwin,Chris,Godwin,RB,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,3121422,Terry McLaurin,Terry,McLaurin,RB,WSH,,,,,,,,,,,,,,,,8.52,13.65,11.08,,,,5.14,63.33,0.36,,,,,,
2024,8,4241263,Charlie Kolar,Charlie,Kolar,RB,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,4373273,British Brooks,British,Brooks,RB,HOU,"$4,000","$4,000",0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4373678,Khalil Shakir,Khalil,Shakir,RB,BUF,,,,,,,,,,,,,,,,6.7,10.79,8.75,,,,4.1,48.77,0.3,,,,,,
2024,8,4431299,Rome Odunze,Rome,Odunze,RB,CHI,,,,,,,,,,,,,,,,6.0,9.29,7.64,,,,3.29,43.5,0.27,,,,,,
2024,8,4572680,Tucker Kraft,Tucker,Kraft,RB,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,15847,Travis Kelce,Travis,Kelce,RB,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,2972515,Cooper Rush,Cooper,Rush,RB,DAL,,,,,,,,,,,,,,,,0.13,0.13,0.13,,,,,,,,,,,,
2024,8,3044729,Jalen Reeves-Maybin,Jalen,Reeves-Maybin,RB,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,4243160,Laviska Shenault Jr.,Laviska,Shenault Jr.,RB,SEA,,,,,,,,,,,,,,,,1.7,2.73,2.22,,,,1.03,11.21,0.06,,,,,,
2024,8,4428331,Rashee Rice,Rashee,Rice,RB,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,4567156,Treylon Burks,Treylon,Burks,RB,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,4685232,Jaden Hicks,Jaden,Hicks,RB,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,3059989,Nick Mullens,Nick,Mullens,RB,MIN,,,,,,,,,,,,,,,,0.18,0.18,0.18,,,,,,,,,,,,
2024,8,3917960,Steven Sims,Steven,Sims,RB,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,3931395,Jake Bailey,Jake,Bailey,RB,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,4366963,Dylan Laube,Dylan,Laube,RB,LV,"$4,000","$4,000",0,,,,,,,,,,,,,0.18,0.3,0.24,0.13,0.79,0.0,0.11,0.86,0.0,1.4,1.4,1.4,1.4,1.4,1.4
2024,8,4430637,Ja'Lynn Polk,Ja'Lynn,Polk,RB,NE,,,,,,,,,,,,,,,,3.1,5.05,4.07,,,,1.95,23.56,0.13,,,,,,
2024,8,4595348,Malik Nabers,Malik,Nabers,RB,NYG,,,,,,,,,,,,,,,,10.19,16.36,13.28,,,,6.17,76.02,0.42,,,,,,
2024,8,5097554,Kameron Johnson,Kameron,Johnson,RB,TB,,,,,,,,,,,,,,,,0.43,0.7,0.57,,,,0.27,3.11,0.02,,,,,,
2024,8,2574511,Brandon Allen,Brandon,Allen,RB,SF,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024,8,3054212,Jonnu Smith,Jonnu,Smith,RB,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,3886818,Myles Gaskin,Myles,Gaskin,RB,MIN,"$4,300","$4,400",-100,1,0,0.0,0,5.6%,0,0,0%,0,0,0,0.0%,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4240858,Hendon Hooker,Hendon,Hooker,RB,DET,,,,,,,,,,,,,,,,0.11,0.11,0.11,,,,,,,,,,,,
2024,8,4241802,Jalen Reagor,Jalen,Reagor,RB,LAC,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2024,8,4688813,Josh Downs,Josh,Downs,RB,IND,,,,,,,,,,,,,,,,5.64,9.57,7.61,,,,3.93,43.03,0.22,,,,,,
2024,8,3892775,Jarrett Stidham,Jarrett,Stidham,RB,DEN,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024,8,4034946,Kyle Trask,Kyle,Trask,RB,TB,,,,,,,,,,,,,,,,0.12,0.12,0.12,,,,,,,,,,,,
2024,8,3039707,Mitchell Trubisky,Mitchell,Trubisky,RB,BUF,,,,,,,,,,,,,,,,0.12,0.12,0.12,,,,,,,,,,,,
2024,8,4243331,Cade Otton,Cade,Otton,RB,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,4248528,Christian Watson,Christian,Watson,RB,GB,,,,,,,,,,,,,,,,6.43,9.55,7.99,,,,3.13,43.95,0.32,,,,,,
2024,8,4360175,Clayton Tune,Clayton,Tune,RB,ARI,,,,,,,,,,,,,,,,0.11,0.11,0.11,,,,,,,,,,,,
2024,8,4369863,Cedric Tillman,Cedric,Tillman,RB,CLE,,,,,,,,,,,,,,,,6.04,9.27,7.65,,,,3.23,46.27,0.23,,,,,,
2024,8,12483,Matthew Stafford,Matthew,Stafford,RB,LAR,,,,,,,,,,,,,,,,13.77,13.77,13.77,,,,,,,,,,,,
2024,8,4434153,Tyson Bagent,Tyson,Bagent,RB,CHI,,,,,,,,,,,,,,,,0.15,0.15,0.15,,,,,,,,,,,,
2024,8,14880,Kirk Cousins,Kirk,Cousins,RB,ATL,,,,,,,,,,,,,,,,16.05,16.05,16.05,,,,,,,,,,,,
2024,8,4426354,George Pickens,George,Pickens,RB,PIT,,,,,,,,,,,,,,,,9.17,13.85,11.51,,,,4.68,66.72,0.43,,,,,,
