season,player_name,count_of_weeks
2024,T.Hill,2
2024,A.Brown,1
2024,A.Cooper,1
2024,A.Iosivas,1
2024,A.Lazard,1
2024,A.Mitchell,1
2024,A.St. Brown,1
2024,B.Aiyuk,1
2024,B.Cooks,1
2024,C.Godwin,1
2024,C.Kupp,1
2024,C.Lamb,1
2024,C.Ridley,1
2024,C.Sutton,1
2024,C.Watson,1
2024,D.Adams,1
2024,D.Johnson,1
2024,D.Moore,1
2024,D.Robinson,1
2024,D.Samuel,1
2024,D.Smith,1
2024,D.Vele,1
2024,E.Moore,1
2024,G.Dortch,1
2024,G.Pickens,1
2024,G.Wilson,1
2024,J.Chase,1
2024,J.Jefferson,1
2024,J.Jennings,1
2024,J.Jeudy,1
2024,J.Mingo,1
2024,J.Reed,1
2024,J.Reynolds,1
2024,J.Waddle,1
2024,J.Williams,1
2024,K.Allen,1
2024,K.Coleman,1
2024,K.Osborn,1
2024,K.Shakir,1
2024,L.McConkey,1
2024,M.Evans,1
2024,M.Nabers,1
2024,M.Pittman,1
2024,N.Collins,1
2024,Q.Johnston,1
2024,R.Bateman,1
2024,R.Doubs,1
2024,R.McCloud,1
2024,R.Rice,1
2024,R.Shaheed,1
2024,S.Diggs,1
2024,T.Boyd,1
2024,T.Dell,1
2024,T.Johnson,1
2024,T.Lockett,1
2024,W.Robinson,1
2024,X.Legette,1
2024,Z.Flowers,1
2023,A.St. Brown,19
2023,S.Diggs,19
2023,C.Godwin,18
2023,P.Nacua,18
2023,C.Lamb,17
2023,M.Evans,17
2023,T.Hill,17
2023,A.Cooper,16
2023,B.Aiyuk,16
2023,D.Adams,16
2023,D.Hopkins,16
2023,D.Moore,16
2023,D.Smith,16
2023,G.Pickens,16
2023,G.Wilson,16
2023,M.Pittman,16
2023,R.Rice,16
2023,A.Brown,15
2023,C.Olave,15
2023,T.Lockett,15
2023,T.McLaurin,15
2023,A.Thielen,14
2023,C.Ridley,14
2023,D.Metcalf,14
2023,J.Addison,14
2023,J.Chase,14
2023,J.Waddle,14
2023,N.Collins,14
2023,J.Jeudy,13
2023,K.Allen,13
2023,R.Doubs,13
2023,Z.Flowers,13
2023,C.Kupp,12
2023,D.Johnson,12
2023,D.London,12
2023,E.Moore,12
2023,J.Meyers,12
2023,J.Reed,12
2023,J.Smith-Njigba,12
2023,T.Boyd,12
2023,C.Sutton,11
2023,J.Mingo,11
2023,M.Brown,11
2023,C.Kirk,10
2023,D.Douglas,10
2023,D.Samuel,10
2023,J.Downs,10
2023,W.Robinson,10
2023,C.Samuel,9
2023,D.Slayton,9
2023,J.Dotson,9
2023,J.Jefferson,9
2023,B.Cooks,8
2023,K.Osborn,8
2023,M.Thomas,8
2023,R.Woods,8
2023,T.Palmer,8
2023,A.Pierce,7
2023,G.Davis,7
2023,J.Palmer,7
2023,M.Gallup,7
2023,N.Brown,7
2023,R.Shaheed,7
2023,T.Higgins,7
2023,Z.Jones,7
2023,C.Watson,6
2023,J.Reynolds,6
2023,K.Bourne,6
2023,M.Wilson,6
2023,O.Beckham,6
2023,Q.Johnston,6
2023,T.Atwell,6
2023,T.Dell,6
2023,A.Lazard,5
2023,D.Chark,5
2023,D.Mooney,5
2023,D.Parker,5
2023,D.Robinson,5
2023,D.Wicks,5
2023,J.Smith-Schuster,5
2023,J.Watson,5
2023,R.Moore,5
2023,C.Tillman,4
2023,G.Dortch,4
2023,K.Shakir,4
2023,K.Toney,4
2023,N.Agholor,4
2023,R.Bateman,4
2023,X.Gipson,4
2023,A.Erickson,3
2023,B.Johnson,3
2023,B.Melton,3
2023,B.Powell,3
2023,C.Austin,3
2023,C.Wilson,3
2023,J.Agnew,3
2023,J.Hyatt,3
2023,J.Jennings,3
2023,J.Tolbert,3
2023,J.Williams,3
2023,M.Valdes-Scantling,3
2023,M.Williams,3
2023,N.Westbrook-Ikhine,3
2023,P.Campbell,3
2023,T.Marshall,3
2023,T.Tucker,3
2023,V.Jefferson,3
2023,A.Iosivas,2
2023,A.Robinson,2
2023,B.Berrios,2
2023,H.Renfrow,2
2023,J.Crowder,2
2023,J.Guyton,2
2023,J.Reagor,2
2023,K.Doss,2
2023,K.Philips,2
2023,K.Raymond,2
2023,P.Washington,2
2023,T.Irwin,2
2023,T.Thornton,2
2023,A.Trammell,1
2023,B.Covey,1
2023,C.Claypool,1
2023,C.Conley,1
2023,D.Bell,1
2023,I.Hodgins,1
2023,J.Bobo,1
2023,J.Metchie,1
2023,J.Nailor,1
2023,K.Hodge,1
2023,L.Bowden,1
2023,M.Hardman,1
2023,M.Hollins,1
2023,M.Jones,1
2023,M.Mims,1
2023,Q.Watkins,1
2023,R.Bell,1
2023,R.Cracraft,1
2023,S.Moore,1
2023,S.Shepard,1
2023,T.Burks,1
2023,T.Jones,1
2023,T.Scott,1
2022,A.Brown,19
2022,C.Lamb,19
2022,J.Jefferson,18
2022,C.Kirk,17
2022,D.Adams,17
2022,D.Metcalf,17
2022,S.Diggs,17
2022,T.Hill,17
2022,D.Johnson,16
2022,D.Smith,16
2022,J.Waddle,16
2022,A.St. Brown,15
2022,C.Godwin,15
2022,D.Moore,15
2022,D.Samuel,15
2022,J.Chase,15
2022,M.Pittman,15
2022,T.Higgins,15
2022,T.Lockett,15
2022,T.McLaurin,15
2022,Z.Jones,15
2022,G.Davis,14
2022,G.Wilson,14
2022,B.Cooks,13
2022,C.Olave,13
2022,D.London,13
2022,J.Palmer,13
2022,M.Evans,13
2022,A.Cooper,12
2022,A.Thielen,12
2022,B.Aiyuk,12
2022,C.Sutton,12
2022,J.Jeudy,12
2022,A.Lazard,11
2022,C.Claypool,11
2022,J.Meyers,11
2022,M.Brown,11
2022,R.Woods,11
2022,T.Boyd,11
2022,C.Samuel,10
2022,D.Slayton,10
2022,G.Pickens,10
2022,J.Smith-Schuster,10
2022,M.Gallup,10
2022,M.Jones,10
2022,M.Valdes-Scantling,10
2022,M.Williams,10
2022,R.James,10
2022,A.Pierce,9
2022,A.Robinson,9
2022,C.Kupp,9
2022,D.Hopkins,9
2022,D.Peoples-Jones,9
2022,K.Allen,9
2022,K.Osborn,9
2022,M.Hollins,9
2022,P.Campbell,9
2022,C.Watson,8
2022,D.Mooney,8
2022,N.Brown,8
2022,R.Doubs,8
2022,R.Gage,8
2022,C.Moore,7
2022,D.Robinson,7
2022,I.McKenzie,7
2022,J.Dotson,7
2022,K.Raymond,7
2022,N.Collins,7
2022,T.Burks,7
2022,C.Davis,6
2022,D.Chark,6
2022,E.Moore,6
2022,I.Hodgins,6
2022,J.Jones,6
2022,R.Moore,6
2022,B.Skowronek,5
2022,D.Carter,5
2022,D.Duvernay,5
2022,G.Dortch,5
2022,J.Reynolds,5
2022,M.Goodwin,5
2022,N.Agholor,5
2022,Q.Watkins,5
2022,V.Jefferson,5
2022,A.Green,4
2022,D.Parker,4
2022,D.Pettis,4
2022,H.Renfrow,4
2022,J.Jennings,4
2022,J.Landry,4
2022,K.Bourne,4
2022,M.Callaway,4
2022,M.Thomas,4
2022,O.Zaccheaus,4
2022,R.Bateman,4
2022,R.Chosen,4
2022,S.Miller,4
2022,T.Sherfield,4
2022,T.Thornton,4
2022,D.Bell,3
2022,K.Hinton,3
2022,M.Hardman,3
2022,N.Westbrook-Ikhine,3
2022,P.Dorsett,3
2022,S.Moore,3
2022,S.Smith,3
2022,T.Atwell,3
2022,T.Marshall,3
2022,A.Dulin,2
2022,B.Berrios,2
2022,D.Mims,2
2022,J.Agnew,2
2022,K.Shakir,2
2022,K.Toney,2
2022,M.Bandy,2
2022,M.Johnson,2
2022,R.Cobb,2
2022,R.Shaheed,2
2022,S.Shepard,2
2022,T.Smith,2
2022,W.Robinson,2
2022,A.Rodgers,1
2022,B.Perriman,1
2022,B.Powell,1
2022,C.Beasley,1
2022,D.Byrd,1
2022,D.Houston,1
2022,D.Patmon,1
2022,D.Thompkins,1
2022,E.St. Brown,1
2022,J.Nailor,1
2022,J.Smith,1
2022,J.Watson,1
2022,K.Cole,1
2022,K.Golladay,1
2022,K.Hodge,1
2022,K.Philips,1
2022,L.Shenault,1
2022,L.Treadwell,1
2022,S.Watkins,1
2022,T.Hilton,1
2022,T.Kennedy,1
2021,C.Kupp,21
2021,A.Brown,18
2021,S.Diggs,18
2021,D.Adams,17
2021,D.Moore,17
2021,J.Chase,17
2021,D.Johnson,16
2021,D.Metcalf,16
2021,D.Mooney,16
2021,H.Renfrow,16
2021,J.Jefferson,16
2021,K.Allen,16
2021,M.Brown,16
2021,T.Hill,16
2021,J.Meyers,15
2021,J.Waddle,15
2021,T.Boyd,15
2021,T.Higgins,15
2021,B.Cooks,14
2021,C.Claypool,14
2021,C.Godwin,14
2021,C.Kirk,14
2021,D.Samuel,14
2021,M.Evans,14
2021,M.Jones,14
2021,M.Pittman,14
2021,M.Williams,14
2021,T.McLaurin,14
2021,C.Lamb,13
2021,D.Smith,13
2021,T.Lockett,13
2021,A.Cooper,12
2021,A.Green,12
2021,A.St. Brown,12
2021,B.Aiyuk,12
2021,C.Beasley,12
2021,O.Beckham,12
2021,V.Jefferson,12
2021,J.Landry,11
2021,L.Shenault,11
2021,R.Chosen,11
2021,R.Gage,11
2021,T.Patrick,11
2021,A.Thielen,10
2021,C.Sutton,10
2021,J.Crowder,10
2021,K.Golladay,10
2021,E.Moore,9
2021,E.Sanders,9
2021,Z.Pascal,9
2021,C.Davis,8
2021,D.Parker,8
2021,D.Peoples-Jones,8
2021,K.Osborn,8
2021,K.Raymond,8
2021,M.Callaway,8
2021,M.Gallup,8
2021,M.Hardman,8
2021,R.Bateman,8
2021,R.Woods,8
2021,Z.Jones,8
2021,A.Lazard,7
2021,A.Robinson,7
2021,B.Pringle,7
2021,C.Wilson,7
2021,L.Treadwell,7
2021,N.Agholor,7
2021,T.Johnson,7
2021,A.Humphries,6
2021,B.Edwards,6
2021,D.Amendola,6
2021,D.Harty,6
2021,D.Hopkins,6
2021,D.Slayton,6
2021,G.Davis,6
2021,J.Jeudy,6
2021,J.Jones,6
2021,J.Reynolds,6
2021,K.Bourne,6
2021,N.Collins,6
2021,Q.Watkins,6
2021,R.Higgins,6
2021,R.Moore,6
2021,B.Berrios,5
2021,C.Ridley,5
2021,D.Carter,5
2021,J.Agnew,5
2021,J.Jennings,5
2021,J.Reagor,5
2021,J.Washington,5
2021,K.Cole,5
2021,K.Toney,5
2021,M.Valdes-Scantling,5
2021,N.Westbrook-Ikhine,5
2021,R.McCloud,5
2021,S.Shepard,5
2021,S.Watkins,5
2021,T.Hilton,5
2021,T.Smith,5
2021,A.Wilson,4
2021,C.Rogers,4
2021,D.Byrd,4
2021,H.Ruggs,4
2021,J.Palmer,4
2021,J.Smith-Schuster,4
2021,O.Zaccheaus,4
2021,R.Cobb,4
2021,B.Skowronek,3
2021,D.Duvernay,3
2021,D.Robinson,3
2021,J.Guyton,3
2021,K.Stills,3
2021,M.Johnson,3
2021,Q.Cephus,3
2021,T.Austin,3
2021,T.Sharpe,3
2021,A.Miller,2
2021,A.Wesley,2
2021,C.Johnson,2
2021,C.Moore,2
2021,D.Brown,2
2021,D.Chark,2
2021,D.Jackson,2
2021,D.Pettis,2
2021,F.Swain,2
2021,J.Proche,2
2021,K.Hinton,2
2021,K.Hodge,2
2021,L.Humphrey,2
2021,M.Hollins,2
2021,M.Sanu,2
2021,N.Harry,2
2021,T.Marshall,2
2021,T.Montgomery,2
2021,A.Schwartz,1
2021,B.Perriman,1
2021,B.Zylstra,1
2021,C.Conley,1
2021,C.Grayson,1
2021,C.Sims,1
2021,D.Fitzpatrick,1
2021,D.Mims,1
2021,D.Montgomery,1
2021,E.St. Brown,1
2021,I.McKenzie,1
2021,J.Grant,1
2021,J.Ross,1
2021,J.Winfree,1
2021,K.Kirkwood,1
2021,K.Wilkerson,1
2021,M.Goodwin,1
2021,M.Turner,1
2021,N.Brown,1
2021,P.Campbell,1
2021,P.Dorsett,1
2021,P.Williams,1
2021,S.Miller,1
2021,S.Smith,1
2021,T.Benson,1
2021,T.Sherfield,1
2021,W.Fuller,1
2020,A.Brown,22
2020,S.Diggs,19
2020,R.Woods,18
2020,T.Hill,17
2020,A.Robinson,16
2020,C.Kupp,16
2020,D.Metcalf,16
2020,J.Smith-Schuster,16
2020,R.Chosen,16
2020,T.McLaurin,16
2020,C.Lamb,15
2020,D.Adams,15
2020,D.Hopkins,15
2020,D.Moore,15
2020,M.Brown,15
2020,A.Cooper,14
2020,B.Cooks,14
2020,C.Godwin,14
2020,C.Ridley,14
2020,J.Landry,14
2020,T.Higgins,14
2020,T.Hilton,14
2020,T.Lockett,14
2020,C.Beasley,13
2020,M.Evans,13
2020,M.Gallup,13
2020,A.Green,12
2020,A.Thielen,12
2020,C.Samuel,12
2020,D.Johnson,12
2020,D.Mooney,12
2020,E.Sanders,12
2020,J.Jefferson,12
2020,K.Allen,12
2020,K.Cole,12
2020,M.Jones,12
2020,R.Gage,12
2020,T.Boyd,12
2020,C.Claypool,11
2020,J.Jeudy,11
2020,S.Shepard,11
2020,C.Davis,10
2020,D.Chark,10
2020,D.Parker,10
2020,D.Slayton,10
2020,G.Ward,10
2020,J.Meyers,10
2020,K.Bourne,10
2020,M.Williams,10
2020,W.Fuller,10
2020,A.Miller,9
2020,B.Aiyuk,9
2020,C.Kirk,9
2020,J.Reynolds,9
2020,M.Valdes-Scantling,9
2020,H.Renfrow,8
2020,J.Crowder,8
2020,L.Fitzgerald,8
2020,L.Shenault,8
2020,M.Pittman,8
2020,M.Thomas,8
2020,T.Patrick,8
2020,Z.Pascal,8
2020,B.Perriman,7
2020,J.Grant,7
2020,N.Agholor,7
2020,A.Lazard,6
2020,C.Sims,6
2020,D.Amendola,6
2020,D.Byrd,6
2020,D.Robinson,6
2020,G.Davis,6
2020,G.Tate,6
2020,J.Brown,6
2020,J.Jones,6
2020,J.Reagor,6
2020,K.Hamler,6
2020,M.Hardman,6
2020,R.Higgins,6
2020,S.Watkins,6
2020,T.Fulgham,6
2020,C.Conley,5
2020,D.Inman,5
2020,D.Samuel,5
2020,I.Ford,5
2020,J.Edelman,5
2020,J.Washington,5
2020,O.Beckham,5
2020,P.Williams,5
2020,R.Cobb,5
2020,S.Miller,5
2020,T.Smith,5
2020,W.Snead,5
2020,A.Humphries,4
2020,B.Berrios,4
2020,D.Hamilton,4
2020,D.Mims,4
2020,I.Wright,4
2020,J.Guyton,4
2020,K.Coutee,4
2020,K.Golladay,4
2020,N.Harry,4
2020,R.James,4
2020,S.Sims,4
2020,V.Jefferson,4
2020,D.Harty,3
2020,D.Jackson,3
2020,J.Smith,3
2020,L.Bowden,3
2020,O.Zaccheaus,3
2020,T.Johnson,3
2020,A.Isabella,2
2020,B.Pringle,2
2020,C.Beebe,2
2020,C.Hansen,2
2020,C.Hogan,2
2020,C.Johnson,2
2020,C.Wilson,2
2020,H.Ruggs,2
2020,M.Callaway,2
2020,M.Hall,2
2020,M.Johnson,2
2020,M.Sanu,2
2020,T.Taylor,2
2020,A.Erickson,1
2020,A.Mack,1
2020,A.Tate,1
2020,B.Fowler,1
2020,C.Blake,1
2020,C.Sutton,1
2020,D.Bryant,1
2020,D.Peoples-Jones,1
2020,I.McKenzie,1
2020,J.Agnew,1
2020,J.Bradley,1
2020,J.Hightower,1
2020,J.Malone,1
2020,J.Mickens,1
2020,J.Ross,1
2020,J.Watson,1
2020,K.Hodge,1
2020,K.Johnson,1
2020,M.Boykin,1
2020,M.Hollins,1
2020,N.Brown,1
2020,O.Johnson,1
2020,P.Campbell,1
2020,Q.Cephus,1
2020,Q.Watkins,1
2020,R.Cracraft,1
2020,S.Mitchell,1
2020,T.Cleveland,1
2020,T.Sherfield,1
2020,Z.Jones,1
2019,D.Hopkins,17
2019,M.Thomas,17
2019,A.Robinson,16
2019,C.Sutton,16
2019,J.Brown,16
2019,J.Edelman,16
2019,J.Landry,16
2019,O.Beckham,16
2019,J.Jones,15
2019,K.Allen,15
2019,T.Boyd,15
2019,C.Godwin,14
2019,D.Chark,14
2019,D.Metcalf,14
2019,J.Crowder,14
2019,A.Cooper,13
2019,D.Adams,13
2019,D.Moore,13
2019,D.Parker,13
2019,K.Golladay,13
2019,S.Diggs,13
2019,C.Beasley,12
2019,C.Kirk,12
2019,C.Kupp,12
2019,C.Ridley,12
2019,C.Samuel,12
2019,D.Johnson,12
2019,D.Westbrook,12
2019,E.Sanders,12
2019,L.Fitzgerald,12
2019,M.Gallup,12
2019,M.Jones,12
2019,M.Sanu,12
2019,R.Woods,12
2019,T.Hill,12
2019,T.Lockett,12
2019,C.Conley,11
2019,M.Evans,11
2019,R.Chosen,11
2019,R.Cobb,11
2019,S.Watkins,11
2019,T.McLaurin,11
2019,A.Brown,10
2019,D.Amendola,10
2019,D.Samuel,10
2019,G.Tate,10
2019,M.Williams,10
2019,S.Shepard,10
2019,A.Tate,9
2019,C.Davis,9
2019,D.Slayton,9
2019,J.Washington,9
2019,A.Erickson,8
2019,A.Jeffery,8
2019,H.Renfrow,8
2019,J.Smith-Schuster,8
2019,P.Williams,8
2019,W.Fuller,8
2019,Z.Pascal,8
2019,A.Thielen,7
2019,A.Wilson,7
2019,B.Cooks,7
2019,B.Perriman,7
2019,K.Stills,7
2019,M.Brown,7
2019,N.Agholor,7
2019,R.Gage,7
2019,T.Ginn,7
2019,T.Hilton,7
2019,A.Miller,6
2019,D.Hamilton,6
2019,D.Thomas,6
2019,J.Ross,6
2019,J.Wright,6
2019,T.Williams,6
2019,A.Humphries,5
2019,A.Lazard,5
2019,D.Byrd,5
2019,D.Robinson,5
2019,G.Ward,5
2019,J.Gordon,5
2019,K.Harmon,5
2019,M.Valdes-Scantling,5
2019,P.Dorsett,5
2019,T.Gabriel,5
2019,W.Snead,5
2019,B.Fowler,4
2019,C.Latimer,4
2019,I.Ford,4
2019,I.McKenzie,4
2019,J.Wims,4
2019,M.Hardman,4
2019,P.Richardson,4
2019,S.Sims,4
2019,A.Hurns,3
2019,G.Allison,3
2019,J.Grant,3
2019,J.Meyers,3
2019,J.Reynolds,3
2019,K.Bourne,3
2019,K.Cole,3
2019,K.Coutee,3
2019,K.Johnson,3
2019,P.Campbell,3
2019,T.Patrick,3
2019,T.Quinn,3
2019,C.Blake,2
2019,C.Rogers,2
2019,D.Pettis,2
2019,D.Williams,2
2019,J.Watson,2
2019,M.Hollins,2
2019,M.Johnson,2
2019,N.Harry,2
2019,O.Johnson,2
2019,P.Cooper,2
2019,S.Miller,2
2019,T.Austin,2
2019,A.Callaway,1
2019,B.Berrios,1
2019,B.Pringle,1
2019,B.Zylstra,1
2019,C.Core,1
2019,C.Lacy,1
2019,C.Wilson,1
2019,D.Cain,1
2019,D.Carter,1
2019,D.Inman,1
2019,D.Jackson,1
2019,D.Moncrief,1
2019,D.Ratley,1
2019,D.Smith,1
2019,D.White,1
2019,D.Willis,1
2019,J.Arcega-Whiteside,1
2019,J.Hardy,1
2019,J.Holton,1
2019,J.Nelson,1
2019,K.Doss,1
2019,L.Treadwell,1
2019,M.Ateman,1
2019,M.Boykin,1
2019,R.Grant,1
2019,R.Shepard,1
2019,R.Switzer,1
2019,S.Mitchell,1
2019,S.Roberts,1
2019,T.Benjamin,1
2019,T.Sharpe,1
2019,T.Smith,1
2019,V.Smith,1
2019,Z.Jones,1
2018,R.Woods,18
2018,B.Cooks,17
2018,D.Hopkins,17
2018,K.Allen,17
2018,J.Jones,16
2018,M.Evans,16
2018,M.Thomas,16
2018,T.Hill,16
2018,A.Brown,15
2018,D.Adams,15
2018,J.Edelman,15
2018,J.Landry,15
2018,J.Smith-Schuster,15
2018,T.Hilton,15
2018,A.Cooper,14
2018,A.Jeffery,14
2018,A.Thielen,14
2018,D.Moore,14
2018,G.Tate,14
2018,S.Diggs,14
2018,S.Shepard,14
2018,A.Humphries,13
2018,A.Robinson,13
2018,W.Snead,13
2018,C.Ridley,12
2018,D.Thomas,12
2018,D.Westbrook,12
2018,L.Fitzgerald,12
2018,N.Agholor,12
2018,R.Chosen,12
2018,T.Boyd,12
2018,T.Gabriel,12
2018,Z.Jones,12
2018,C.Davis,11
2018,M.Sanu,11
2018,O.Beckham,11
2018,A.Callaway,10
2018,C.Beasley,10
2018,C.Godwin,10
2018,C.Sutton,10
2018,E.Sanders,10
2018,J.Brown,10
2018,J.Doctson,10
2018,K.Golladay,10
2018,M.Crabtree,10
2018,M.Gallup,10
2018,C.Kirk,9
2018,D.Baldwin,9
2018,R.Cobb,9
2018,S.Watkins,9
2018,T.Lockett,9
2018,T.Taylor,9
2018,A.Green,8
2018,D.Amendola,8
2018,D.Jackson,8
2018,J.Kearse,8
2018,J.Nelson,8
2018,J.Reynolds,8
2018,K.Benjamin,8
2018,M.Valdes-Scantling,8
2018,C.Hogan,7
2018,C.Kupp,7
2018,C.Rogers,7
2018,D.Moncrief,7
2018,D.Pettis,7
2018,J.Gordon,7
2018,J.Ross,7
2018,K.Cole,7
2018,K.Stills,7
2018,M.Jones,7
2018,M.Williams,7
2018,Q.Enunwa,7
2018,A.Miller,6
2018,K.Bourne,6
2018,P.Dorsett,6
2018,P.Richardson,6
2018,S.Roberts,6
2018,T.Ginn,6
2018,T.Smith,6
2018,T.Williams,6
2018,C.Conley,5
2018,D.Inman,5
2018,J.Wright,5
2018,K.Coutee,5
2018,P.Garcon,5
2018,R.Grant,5
2018,W.Fuller,5
2018,Z.Pascal,5
2018,A.Wilson,4
2018,B.Ellington,4
2018,C.Samuel,4
2018,D.Hamilton,4
2018,J.Crowder,4
2018,M.Goodwin,4
2018,M.Harris,4
2018,R.Foster,4
2018,R.Higgins,4
2018,T.Patrick,4
2018,A.Hurns,3
2018,B.Marshall,3
2018,C.Williams,3
2018,D.Carter,3
2018,D.Chark,3
2018,D.Parker,3
2018,E.St. Brown,3
2018,G.Allison,3
2018,I.McKenzie,3
2018,L.Treadwell,3
2018,M.Ateman,3
2018,T.Pryor,3
2018,T.Sharpe,3
2018,T.Sherfield,3
2018,A.Erickson,2
2018,A.Jones,2
2018,D.Thompson,2
2018,J.Grant,2
2018,J.Washington,2
2018,M.Bryant,2
2018,R.Switzer,2
2018,T.Montgomery,2
2018,A.Roberts,1
2018,A.Tate,1
2018,B.Fowler,1
2018,B.LaFell,1
2018,B.Perriman,1
2018,B.Powell,1
2018,C.Latimer,1
2018,C.Meredith,1
2018,D.Burnett,1
2018,D.Jennings,1
2018,D.Ratley,1
2018,D.Robinson,1
2018,D.Willies,1
2018,E.Rogers,1
2018,J.Bellamy,1
2018,J.Hardy,1
2018,J.Hunter,1
2018,K.Aiken,1
2018,K.Kirkwood,1
2018,R.James,1
2018,T.Benjamin,1
2018,T.Jones,1
2018,T.Quinn,1
2018,V.Smith,1
2017,A.Thielen,18
2017,M.Thomas,18
2017,J.Jones,17
2017,A.Jeffery,16
2017,B.Cooks,16
2017,D.Thomas,16
2017,J.Landry,16
2017,J.Nelson,16
2017,K.Allen,16
2017,L.Fitzgerald,15
2017,M.Evans,15
2017,S.Diggs,15
2017,T.Hill,15
2017,T.Williams,15
2017,A.Brown,14
2017,A.Green,14
2017,D.Adams,14
2017,D.Bryant,14
2017,D.Hopkins,14
2017,G.Tate,14
2017,M.Sanu,14
2017,R.Chosen,14
2017,C.Kupp,13
2017,J.Brown,13
2017,J.Crowder,13
2017,M.Jones,13
2017,T.Hilton,13
2017,B.LaFell,12
2017,D.Amendola,12
2017,D.Baldwin,12
2017,E.Decker,12
2017,J.Kearse,12
2017,M.Goodwin,12
2017,R.Matthews,12
2017,R.Woods,12
2017,E.Sanders,11
2017,K.Stills,11
2017,M.Lee,11
2017,N.Agholor,11
2017,A.Cooper,10
2017,D.Jackson,10
2017,D.Parker,10
2017,J.Maclin,10
2017,J.Smith-Schuster,10
2017,M.Bryant,10
2017,M.Wallace,10
2017,T.Ginn,10
2017,C.Davis,9
2017,C.Hogan,9
2017,K.Benjamin,9
2017,K.Wright,9
2017,M.Crabtree,9
2017,P.Richardson,9
2017,R.Cobb,9
2017,Z.Jones,9
2017,A.Humphries,8
2017,J.Doctson,8
2017,K.Cole,8
2017,S.Roberts,8
2017,S.Shepard,8
2017,T.Smith,8
2017,C.Beasley,7
2017,C.Coleman,7
2017,D.Thompson,7
2017,D.Westbrook,7
2017,P.Garcon,7
2017,S.Watkins,7
2017,T.Lockett,7
2017,W.Fuller,7
2017,A.Hurns,6
2017,A.Wilson,6
2017,R.Grant,6
2017,R.Louis,6
2017,Ro.Lewis,6
2017,T.Benjamin,6
2017,B.Ellington,5
2017,B.Fowler,5
2017,J.Bellamy,5
2017,J.Gordon,5
2017,T.Taylor,5
2017,C.Godwin,4
2017,D.Inman,4
2017,E.Rogers,4
2017,K.Aiken,4
2017,K.Bourne,4
2017,K.Golladay,4
2017,O.Beckham,4
2017,T.Jones,4
2017,A.Robinson,3
2017,B.Coleman,3
2017,B.Marshall,3
2017,C.Samuel,3
2017,D.Moncrief,3
2017,D.Robinson,3
2017,G.Allison,3
2017,J.Reynolds,3
2017,K.Britt,3
2017,R.Shepard,3
2017,T.Gabriel,3
2017,T.King,3
2017,T.Pryor,3
2017,C.Moore,2
2017,C.Rogers,2
2017,J.Grant,2
2017,J.Kerley,2
2017,J.Wright,2
2017,K.Williams,2
2017,M.Campanaro,2
2017,M.Clark,2
2017,R.Higgins,2
2017,T.Austin,2
2017,T.Boyd,2
2017,T.McBride,2
2017,T.Montgomery,2
2017,T.Rudolph,2
2017,A.Erickson,1
2017,A.Stewart,1
2017,B.Miller,1
2017,B.Perriman,1
2017,B.Tate,1
2017,B.Treggs,1
2017,C.Hamilton,1
2017,C.Latimer,1
2017,D.Byrd,1
2017,D.White,1
2017,G.Whalen,1
2017,H.Sharp,1
2017,J.Hardy,1
2017,J.Holton,1
2017,J.Mickens,1
2017,J.Taylor,1
2017,L.Carroo,1
2017,L.Murphy,1
2017,L.Treadwell,1
2017,M.Hollins,1
2017,M.Williams,1
2017,P.Dorsett,1
2017,R.Switzer,1
